dataset: rConcept.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.290937    66 A2_x_A3
 0.283054    69 A2_x_A4
 0.274849    67 A1_x_A2
 0.261847    17 A2==(0.49972-inf) equ A3==(0.500096-inf)
 0.261847    22 A2==(0.49972-inf) xor A3==(0.500096-inf)
 0.256438     7 A2==(0.49972-inf) and A3==(0.500096-inf)
 0.253074    20 A2==(0.49972-inf) equ A4==(0.500486-inf)
 0.253074    25 A2==(0.49972-inf) xor A4==(0.500486-inf)
 0.249484    18 A1==(0.499969-inf) equ A2==(0.49972-inf)
 0.249484    23 A1==(0.499969-inf) xor A2==(0.49972-inf)
 0.238257     8 A1==(0.499969-inf) and A2==(0.49972-inf)
 0.192525    28 A1==(0.499969-inf) impl A2==(0.49972-inf)
 0.189185    33 A1==(0.499969-inf) and A2==(0.49972-inf) and A3==(0.500096-inf)
 0.167527    15 A2==(0.49972-inf) or A4==(0.500486-inf)
 0.163001    30 A2==(0.49972-inf) impl A4==(0.500486-inf)
 0.118193    10 A2==(0.49972-inf) and A4==(0.500486-inf)
 0.112402    32 A2==(0.49972-inf) and A3==(0.500096-inf) and A4==(0.500486-inf)
 0.096083    27 A2==(0.49972-inf) impl A3==(0.500096-inf)
 0.040912    56 A2 MULTIPLY A3
 0.040247    12 A2==(0.49972-inf) or A3==(0.500096-inf)
 0.037658    13 A1==(0.499969-inf) or A2==(0.49972-inf)
 0.033068    57 A1 MULTIPLY A2
 0.030741    34 A2==(0.49972-inf) or A3==(0.500096-inf) or A4==(0.500486-inf)
 0.028552     2 A2
 0.027342    61 A2 LESSTHAN A3
 0.025344    11 A1==(0.499969-inf) and A3==(0.500096-inf)
 0.024254    64 A2 LESSTHAN A4
 0.023765    29 A3==(0.500096-inf) impl A4==(0.500486-inf)
 0.021568    60 A1 MULTIPLY A3
 0.019158    68 A3_x_A4
 0.018837    36 A2 ADD A3
 0.01845     19 A3==(0.500096-inf) equ A4==(0.500486-inf)
 0.01845     24 A3==(0.500096-inf) xor A4==(0.500486-inf)
 0.017282    41 A2 SUBTRACT A3
 0.014568     3 A3
 0.014255    40 A1 ADD A3
 0.014165    37 A1 ADD A2
 0.01403     39 A2 ADD A4
 0.012586    44 A2 SUBTRACT A4
 0.011347    21 A1==(0.499969-inf) equ A3==(0.500096-inf)
 0.011347    26 A1==(0.499969-inf) xor A3==(0.500096-inf)
 0.011323    42 A1 SUBTRACT A2
 0.011109     9 A3==(0.500096-inf) and A4==(0.500486-inf)
 0.010037    59 A2 MULTIPLY A4
 0.00959     58 A3 MULTIPLY A4
 0.009339    62 A1 LESSTHAN A2
 0.009197    70 A1_x_A3
 0.008095    65 A1 LESSTHAN A3
 0.007912    14 A3==(0.500096-inf) or A4==(0.500486-inf)
 0.007742    38 A3 ADD A4
 0.007072    31 A1==(0.499969-inf) impl A3==(0.500096-inf)
 0.006985    43 A3 SUBTRACT A4
 0.006367    63 A3 LESSTHAN A4
 0.0036       4 A4
 0.001584    45 A1 SUBTRACT A3
 0.001435    50 A3 DIVIDE A4
 0.001373     1 A1
 0.001061    52 A2 DIVIDE A4
 0.000458    46 A2 DIVIDE A3
 0.000189    54 A1 DIVIDE A3
-0.000184    49 A2 DIVIDE A1
-0.000188    55 A3 DIVIDE A1
-0.000335    51 A4 DIVIDE A3
-0.002188    53 A4 DIVIDE A2
-0.002375    47 A3 DIVIDE A2
-0.002514    48 A1 DIVIDE A2
-0.012746     5 A5
-0.013039    16 A1==(0.499969-inf) or A3==(0.500096-inf)
-0.013289     6 A6
-0.02248     35 A1==(0.499969-inf) or A2==(0.49972-inf) or A3==(0.500096-inf)


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.0
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.5
								--------------
